text,title,label,type
"oil to fire, snow to their colder moods; Renege, affirm, and turn their halcyon beaks With every gale and vary of the",THE TRAGEDY OF KING LEAR,0,train
"that love Will creep in service where it cannot go. THURIO. Ay, but I hope, sir, that you love not here. PROTEUS. Sir,",THE TWO GENTLEMEN OF VERONA,0,train
"e and says 'God send me no need of thee!' and by the operation of the second cup draws him on the drawer, when indeed th",THE TRAGEDY OF ROMEO AND JULIET,0,train
"is no stir or walking in the streets, And the complexion of the element In favor's like the work we have in hand, Mo",THE TRAGEDY OF JULIUS CAESAR,0,train
as I take it. LODOVICO. The same indeed; a very valiant fellow. IAGO. What are you here that cry so grievously? CASSIO. I,THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
fear thou shouldst lose thy tongue. PANTHINO. Where should I lose my tongue? LAUNCE. In thy tale. PANTHINO. In thy tail!,THE TWO GENTLEMEN OF VERONA,0,train
"I know not how to tell thee who I am. My name, dear saint, is hateful to myself, Because it is an enemy to thee.",THE TRAGEDY OF ROMEO AND JULIET,0,train
"ereafter. Nay, get thee gone. [Exit Roderigo.] Two things are to be done: My wife must move for Cassio to her mistress-",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
blood and death. Exeunt. SCENE VII. Dunsinane. Before the castle.,THE TRAGEDY OF MACBETH,0,train
"When usurers tell their gold i' th' field, And bawds and whores do churches build: Then shall the realm of",THE TRAGEDY OF KING LEAR,1,train
"Sweet soul, take heed, Take heed of perjury; thou are on thy deathbed. DESDEMONA. Ay, but not yet to die. OTHELLO",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"Enter Cassio. CASSIO. Thanks, you the valiant of this warlike isle, That so approve the Moor! O, let the heavens Giv",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"nd, I am almost mad myself. I had a son, Now outlaw'd from my blood. He sought my life But lately, very late. I l",THE TRAGEDY OF KING LEAR,0,train
d found me dead (Strange dream that gives a dead man leave to think!) And breath'd such life with kisses in my lips,THE TRAGEDY OF ROMEO AND JULIET,1,train
"ne'er hear say, Two may keep counsel, putting one away? Rom. I warrant thee my man's as true as steel. Nurse. Well, sir",THE TRAGEDY OF ROMEO AND JULIET,1,train
"the last syllable of recorded time; And all our yesterdays have lighted fools The way to dusty death. Out, out, brief c",THE TRAGEDY OF MACBETH,0,train
"'d bear would lick, Most barbarous, most degenerate, have you madded. Could my good brother suffer you to do it?",THE TRAGEDY OF KING LEAR,0,train
"ces, of the smallest spider's web; Her collars, of the moonshine's wat'ry beams; Her whip, of cricket's bone; the lash,",THE TRAGEDY OF ROMEO AND JULIET,0,train
"our hands in Caesar's blood Up to the elbows, and besmear our swords; Then walk we forth, even to the marketplace, A",THE TRAGEDY OF JULIUS CAESAR,0,train
"IAGO. [Aside.] He takes her by the palm; ay, well said, whisper. With as little a web as this will I ensnare as great a f",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"will be but cold, Since she respects my mistress' love so much. Alas, how love can trifle with itself! Here is her p",THE TWO GENTLEMEN OF VERONA,1,train
"my husband's secrets? BRUTUS. O ye gods, Render me worthy of this noble wife! Knocking within. Hark, hark, one knocks",THE TRAGEDY OF JULIUS CAESAR,0,train
"seem ambitious? When that the poor have cried, Caesar hath wept; Ambition should be made of sterner stuff: Yet Brut",THE TRAGEDY OF JULIUS CAESAR,0,train
"ie upon a kiss. Falls on the bed, and dies. CASSIO. This did I fear, but thought he",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"e vile and false; As where's that palace whereinto foul things Sometimes intrude not? Who has a breast so pure, But",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"cdonwald- Worthy to be a rebel, for to that The multiplying villainies of nature Do swarm upon him -from the Western",THE TRAGEDY OF MACBETH,1,train
"s, Sing willow, willow, willow; Her salt tears fell from her, and soften'd the stones-"" Lay be these-",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
ed on such sweet honey And kill the bees that yield it with your stings! I'll kiss each several paper for amends. Lo,THE TWO GENTLEMEN OF VERONA,1,train
"ge's yoke, Have wish'd that noble Brutus had his eyes. BRUTUS. Into what dangers would you lead me, Cassius, That you",THE TRAGEDY OF JULIUS CAESAR,1,train
"es on. 'Tis three o'clock, and Romans, yet ere night We shall try fortune in a second fight. Exeunt. SC",THE TRAGEDY OF JULIUS CAESAR,0,train
Speak once again. SOOTHSAYER. Beware the ides of March. CAESAR. He is a dreamer; let us leave him. Pass.,THE TRAGEDY OF JULIUS CAESAR,1,train
"pray'd tonight, Desdemona? DESDEMONA. Ay, my lord. OTHELLO. If you bethink yourself of any crime Unreconciled as yet to",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"Enter Juliet. Jul. How now? Who calls? Nurse. Your mother. Jul. Madam, I am here. What is your w",THE TRAGEDY OF ROMEO AND JULIET,0,train
bscure prologue to the history of lust and foul thoughts. They met so near with their lips that their breaths embraced t,THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"re than a madman is; Shut up in Prison, kept without my food, Whipp'd and tormented and- God-den, good fellow. Serv. G",THE TRAGEDY OF ROMEO AND JULIET,1,train
"rther, sir. A man may rot even here. Edg. What, in ill thoughts again? Men must endure Their going hence, even as their c",THE TRAGEDY OF KING LEAR,1,train
"un, run, seek him out. LAUNCE. So-ho, so-ho! PROTEUS. What seest thou? LAUNCE. Him we go to find: there's not a hair on 's",THE TWO GENTLEMEN OF VERONA,1,train
"f the dank morning? What, is Brutus sick, And will he steal out of his wholesome bed To dare the vile contagion of the n",THE TRAGEDY OF JULIUS CAESAR,0,train
"mine, My wife and children's ghosts will haunt me still. I cannot strike at wretched kerns, whose arms Are hired to",THE TRAGEDY OF MACBETH,1,train
"e. THURIO. What says she to my valour? PROTEUS. O, sir, she makes no doubt of that. JULIA. [Aside] She needs not, when s",THE TWO GENTLEMEN OF VERONA,1,train
erchief you gave me even now? I was a fine fool to take it. I must take out the work? A likely piece of work that you sh,THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"what, mistress! Juliet! Fast, I warrant her, she. Why, lamb! why, lady! Fie, you slug-abed! Why, love, I say! madam! sw",THE TRAGEDY OF ROMEO AND JULIET,0,train
"Benedicite! What early tongue so sweet saluteth me? Young son, it argues a distempered head So soon to bid good morr",THE TRAGEDY OF ROMEO AND JULIET,1,train
"it is done, to see. Exit. DUNCAN. True, worthy Banquo! He is full so valiant, And in his commendations I am fed;",THE TRAGEDY OF MACBETH,0,train
"sinews, throwing it aside And stemming it with hearts of controversy. But ere we could arrive the point proposed, Ca",THE TRAGEDY OF JULIUS CAESAR,0,train
"ake haste and meet me at the Northgate. PROTEUS. Go, sirrah, find him out. Come, Valentine. VALENTINE. O my dear Silvia! Hap",THE TWO GENTLEMEN OF VERONA,1,train
"d lord. Corn. If he be taken, he shall never more Be fear'd of doing harm. Make your own purpose, How in my strength",THE TRAGEDY OF KING LEAR,0,train
"a dark hour or twain. MACBETH. Fail not our feast. BANQUO. My lord, I will not. MACBETH. We hear our bloody cousins are be",THE TRAGEDY OF MACBETH,1,train
"Lucentio, Come Pentecost as quickly as it will, Some five-and-twenty years, and then we mask'd. 2. Cap. 'Tis more, 't",THE TRAGEDY OF ROMEO AND JULIET,0,train
"ETTA JULIA. But say, Lucetta, now we are alone, Wouldst thou then counsel me to fall in love? LUCETTA. Ay, madam; so yo",THE TWO GENTLEMEN OF VERONA,1,train
"ntleman that was with her? SECOND OUTLAW. Being nimble-footed, he hath outrun us, But Moyses and Valerius follow him.",THE TWO GENTLEMEN OF VERONA,1,train
t it grows. Rom. More light and light- more dark and dark our woes! Enter Nurse. Nurse. Madam!,THE TRAGEDY OF ROMEO AND JULIET,1,train
"The obsequies that I for thee will keep Nightly shall be to strew, thy grave and weep.",THE TRAGEDY OF ROMEO AND JULIET,0,train
"Why of thy thought, Iago? IAGO. I did not think he had been acquainted with her. OTHELLO. O, yes, and went between us very o",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"As I intended, for it wrought on her The form of death. Meantime I writ to Romeo That he should hither come as this",THE TRAGEDY OF ROMEO AND JULIET,0,train
"ough I am bound to every act of duty, I am not bound to that all slaves are free to. Utter my thoughts? Why, say they ar",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"n to make bold withal, and, as you shall use me hereafter, dry-beat the rest of the eight. Will you pluck your sword out of",THE TRAGEDY OF ROMEO AND JULIET,1,train
"read it, afterwards seal it, and again return to bed; yet all this while in a most fast sleep. DOCTOR. A great pertur",THE TRAGEDY OF MACBETH,0,train
"What, i' th' storm? i' th' night? Let pity not be believ'd!' There she shook The holy water from her heavenly eyes,",THE TRAGEDY OF KING LEAR,1,train
"via in the day, There is no day for me to look upon. She is my essence, and I leave to be If I be not by her fair in",THE TWO GENTLEMEN OF VERONA,1,train
Exeunt. Flourish. Scene II. Before Gloucester's Castle. Enter Kent and [Oswald the],THE TRAGEDY OF KING LEAR,0,train
"and Emilia. DESDEMONA. Be thou assured, good Cassio, I will do All my abilities in thy behalf. EMILIA. Good madam, do.",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"th a mistress, that, when I look on you, I can hardly think you my master. VALENTINE. Are all these things perceiv'd in me",THE TWO GENTLEMEN OF VERONA,0,train
"t made you break this enterprise to me? When you durst do it, then you were a man, And, to be more than what you were, y",THE TRAGEDY OF MACBETH,0,train
"as a cur, and tells you currish thanks is good enough for such a present. PROTEUS. But she receiv'd my dog? LAUNCE. No,",THE TWO GENTLEMEN OF VERONA,0,train
"ieces; Mercutio and his brother Valentine; Mine uncle Capulet, his wife, and daughters; My fair niece Rosaline",THE TRAGEDY OF ROMEO AND JULIET,0,train
"faith, sweet love, I was coming to your house. BIANCA. And I was going to your lodging, Cassio. What, keep a week away? se",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"Exit. MONTANO. But, good lieutenant, is your general wived? CASSIO. Most fortunately: he hath achi",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"blessed man, for, lo, My intercession likewise steads my foe. Friar. Be plain, good son, and homely in thy drift Ridd",THE TRAGEDY OF ROMEO AND JULIET,0,train
"word and fire-new fortune, Thy valour and thy heart- thou art a traitor; False to thy gods, thy brother, and thy fathe",THE TRAGEDY OF KING LEAR,1,train
ry bows? To plainness honour's bound When majesty falls to folly. Reverse thy doom; And in thy best consideration chec,THE TRAGEDY OF KING LEAR,1,train
"f the night? Bring him away; Mine's not an idle cause. The Duke himself, Or any of my brothers of the state, Cannot",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"PROTEUS. What then? VALENTINE. Nothing. LAUNCE. Can nothing speak? Master, shall I strike? PROTEUS. Who wouldst thou strik",THE TWO GENTLEMEN OF VERONA,0,train
"he raging sea. Lo, here in one line is his name twice writ: 'Poor forlorn Proteus, passionate Proteus, To the sweet",THE TWO GENTLEMEN OF VERONA,0,train
"thing approach. Give me those flowers. Do as I bid thee, go. Page. [aside] I am almost afraid to stand alone Here in t",THE TRAGEDY OF ROMEO AND JULIET,1,train
"over and over, 'Tis threefold too little for carrying a letter to your lover. PROTEUS. But what said she? SPEED. [Noddi",THE TWO GENTLEMEN OF VERONA,0,train
go bound to Rome; He bears too great a mind. But this same day Must end that work the ides of March begun. And whet,THE TRAGEDY OF JULIUS CAESAR,0,train
r solemn hymns to sullen dirges change; Our bridal flowers serve for a buried corse; And all things change them to the c,THE TRAGEDY OF ROMEO AND JULIET,0,train
"d cowards and men cautelous, Old feeble carrions and such suffering souls That welcome wrongs; unto bad causes swear",THE TRAGEDY OF JULIUS CAESAR,0,train
"the bitter letter After your own sense, yea, though our proper son Stood in your action. BRABANTIO. Humb",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"if it be a poison which the friar Subtilly hath minist'red to have me dead, Lest in this marriage he should be dishonour",THE TRAGEDY OF ROMEO AND JULIET,0,train
"he time has been, That, when the brains were out, the man would die, And there an end; but now they rise again, With",THE TRAGEDY OF MACBETH,1,train
"o him; there stand I in much peril. No, he must die. Be't so. I hear him coming. Enter Cassio.",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"s afternoon? BANQUO. Ay, my good lord. MACBETH. We should have else desired your good advice, Which still hath been both",THE TRAGEDY OF MACBETH,0,train
"s I myself. I was born free as Caesar, so were you; We both have fed as well, and we can both Endure the winter's co",THE TRAGEDY OF JULIUS CAESAR,1,train
"thin.] What, ho! What, ho! What, ho! FIRST OFFICER. A messenger from the galleys. Enter Sailor.",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"I needs must act alone. Come, vial. What if this mixture do not work at all? Shall I be married then to-morrow morni",THE TRAGEDY OF ROMEO AND JULIET,0,train
se sorrows make me old. Shame come to Romeo! Jul. Blister'd be thy tongue For such a wish! He was not born to shame.,THE TRAGEDY OF ROMEO AND JULIET,0,train
"urther Caesar!"" Who's within? Enter a Servant. SERVANT. My lord? CAESAR. Go bid the priests do pr",THE TRAGEDY OF JULIUS CAESAR,0,train
"orable. What private griefs they have, alas, I know not, That made them do it. They are wise and honorable, And will",THE TRAGEDY OF JULIUS CAESAR,1,train
"Than but to know't a little. IAGO. How now, my lord? OTHELLO. What sense had I of her stol'n hour",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"t Rhodes is dress'd in. If we make thought of this, We must not think the Turk is so unskillful To leave that latest whi",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
me by and by at the citadel. I must fetch his necessaries ashore. Farewell. RODERIGO. Adieu.,THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"Nurse. O woe? O woful, woful, woful day! Most lamentable day, most woful day That ever ever I did yet behold! O day",THE TRAGEDY OF ROMEO AND JULIET,0,train
"l. CAESAR. What, Brutus? CASSIUS. Pardon, Caesar! Caesar, pardon! As low as to thy foot doth Cassius fall To beg enf",THE TRAGEDY OF JULIUS CAESAR,1,train
The crows and choughs that wing the midway air Show scarce so gross as beetles. Halfway down Hangs one that gathers sa,THE TRAGEDY OF KING LEAR,0,train
minds By what you see them act. Is there not charms By which the property of youth and maidhood May be abused? Have,THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
Edg. [aside]. Why I do trifle thus with his despair Is done to cure it. Glou. O you mighty gods!,THE TRAGEDY OF KING LEAR,1,train
"e done, and Caesar is returning. CASSIUS. As they pass by, pluck Casca by the sleeve, And he will, after his sour fashion,",THE TRAGEDY OF JULIUS CAESAR,1,train
"er. Kent. Nor no man else! All's cheerless, dark, and deadly. Your eldest daughters have fordone themselves, And des",THE TRAGEDY OF KING LEAR,0,train
". You, you, sirrah, where's my daughter? Osw. So please you- Exit. Lear. What say",THE TRAGEDY OF KING LEAR,1,train
"a cur out of my way. Know, Caesar doth not wrong, nor without cause Will he be satisfied. METELLUS. Is there no voice",THE TRAGEDY OF JULIUS CAESAR,0,train
"e, my loving Proteus: Home-keeping youth have ever homely wits. Were't not affection chains thy tender days To the s",THE TWO GENTLEMEN OF VERONA,0,train
"s In drops of sorrow. Sons, kinsmen, thanes, And you whose places are the nearest, know We will establish our estate",THE TRAGEDY OF MACBETH,0,train
"me."" FIRST WITCH. Round about the cauldron go; In the poison'd entrails throw. Toad, that under cold stone Days an",THE TRAGEDY OF MACBETH,1,train
he clock hath stricken three. TREBONIUS. 'Tis time to part. CASSIUS. But it is doubtful yet Whether Caesar will come for,THE TRAGEDY OF JULIUS CAESAR,0,train
Sennet. Exeunt all but Brutus and Cassius. CASSIUS. Will you go see the order of the course? BRUTUS. Not I. CASSIUS. I,THE TRAGEDY OF JULIUS CAESAR,0,train
"Or ne'er return again into my sight. Away, I say. Stayest thou to vex me here? Exit LAUNCE A slave that still",THE TWO GENTLEMEN OF VERONA,0,train
"nger than I should. Julia, farewell! Exit JULIA What, gone without a word? Ay, so t",THE TWO GENTLEMEN OF VERONA,1,train
"h He first presents his fire, and the high east Stands as the Capitol, directly here. BRUTUS. Give me your hands all o",THE TRAGEDY OF JULIUS CAESAR,0,train
"thus cried? Why, worthy Thane, You do unbend your noble strength, to think So brainsickly of things. Go, get some water",THE TRAGEDY OF MACBETH,1,train
. Let's briefly put on manly readiness And meet i' the hall together. ALL. Well contented. Exeu,THE TRAGEDY OF MACBETH,0,train
"worthy lord. DUKE. Thou hast prevail'd; I pardon them, and thee; Dispose of them as thou know'st their deserts. Come,",THE TWO GENTLEMEN OF VERONA,0,train
fool hither. [Exit an attendant.] Enter [Oswald the] Steward,THE TRAGEDY OF KING LEAR,1,train
"a devil. OTHELLO. She was false as water. EMILIA. Thou art rash as fire, to say That she was fa",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"the two Dukes of Cornwall and Albany? Edm. Not a word. Cur. You may do, then, in time. Fare you well, sir. Exit.",THE TRAGEDY OF KING LEAR,1,train
"ive me the ocular proof; Or, by the worth of man's eternal soul, Thou hadst been better have been born a dog Than an",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"s down a glove]! I'll prove it on thy heart, Ere I taste bread, thou art in nothing less Than I have here proc",THE TRAGEDY OF KING LEAR,0,train
"utter their affairs; One of this kind is Cassio. In sleep I heard him say, ""Sweet Desdemona, Let us be wary, let us",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"portion which yourself propos'd, And here I take Cordelia by the hand, Duchess of Burgundy. Lear. Nothing! I have sw",THE TRAGEDY OF KING LEAR,0,train
"the Wood Of Birnam rise, and our high-placed Macbeth Shall live the lease of nature, pay his breath To time and mort",THE TRAGEDY OF MACBETH,1,train
"es are here writ, and can never find what names the writing person hath here writ. I must to the learned. In good time!",THE TRAGEDY OF ROMEO AND JULIET,1,train
he more degenerate and base art thou To make such means for her as thou hast done And leave her on such slight condition,THE TWO GENTLEMEN OF VERONA,0,train
"y witness that, against my will, As Pompey was, am I compell'd to set Upon one battle all our liberties. You know th",THE TRAGEDY OF JULIUS CAESAR,0,train
"as the ass bears gold, To groan and sweat under the business, Either led or driven, as we point the way; And having",THE TRAGEDY OF JULIUS CAESAR,0,train
"your senses, that you may the better judge. If there be any in this assembly, any dear friend of Caesar's, to him I say",THE TRAGEDY OF JULIUS CAESAR,1,train
"ows of grace, Yet grace must still look so. MACDUFF. I have lost my hopes. MALCOLM. Perchance even there where I did fin",THE TRAGEDY OF MACBETH,0,train
"fish. SPEED. Why then, how stands the matter with them? LAUNCE. Marry, thus: when it stands well with him, it stands well",THE TWO GENTLEMEN OF VERONA,0,train
"you perceive them thick. These growing feathers pluck'd from Caesar's wing Will make him fly an ordinary pitch, Who",THE TRAGEDY OF JULIUS CAESAR,1,train
"Exeunt SILVIA and THURIO VALENTINE. Now, tell me, how do all from whence you came? PROT",THE TWO GENTLEMEN OF VERONA,1,train
"le girl, assist me; And, ev'n in kind love, I do conjure thee, Who art the table wherein all my thoughts Are visibly",THE TWO GENTLEMEN OF VERONA,0,train
"ng she begs A little to disquantity your train, And the remainder that shall still depend To be such men as may b",THE TRAGEDY OF KING LEAR,1,train
"ctise stratagems Upon so soft a subject as myself! What say'st thou? Hast thou not a word of joy? Some comfort, nurs",THE TRAGEDY OF ROMEO AND JULIET,0,train
"t as well as I do know myself. To think upon her woes, I do protest That I have wept a hundred several times. SILVIA.",THE TWO GENTLEMEN OF VERONA,0,train
"And sails upon the bosom of the air. Jul. O Romeo, Romeo! wherefore art thou Romeo? Deny thy father and refuse thy nam",THE TRAGEDY OF ROMEO AND JULIET,0,train
"spective in myself, If this fond Love were not a blinded god? Come, shadow, come, and take this shadow up, For 'tis",THE TWO GENTLEMEN OF VERONA,1,train
"Now can I break my fast, dine, sup, and sleep, Upon the very naked name of love. PROTEUS. Enough; I read your fortune",THE TWO GENTLEMEN OF VERONA,1,train
"as he bears, this last surrender of his will but offend us. Reg. We shall further think on't. Gon. We must do something",THE TRAGEDY OF KING LEAR,1,train
"lieve, I'll wall; What know, believe; and what I can redress, As I shall find the time to friend, I will. What you h",THE TRAGEDY OF MACBETH,0,train
"d! Enter three or four [Fellows, with spits and logs and baskets. What is there? Now, fellow, Fellow. Things for the c",THE TRAGEDY OF ROMEO AND JULIET,1,train
"with him? Send thy man away. Nurse. Peter, stay at the gate. [Exit Peter.]",THE TRAGEDY OF ROMEO AND JULIET,0,train
d away he shall again. Sound a sennet. The King is coming. Enter on,THE TRAGEDY OF KING LEAR,1,train
"With goodly shape, and by your own report A linguist, and a man of such perfection As we do in our quality much wan",THE TWO GENTLEMEN OF VERONA,1,train
"a to repair his fortune, And she for him pleads strongly to the Moor, I'll pour this pestilence into his ear, That s",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"ere is no need. Ben. Am I like such a fellow? Mer. Come, come, thou art as hot a jack in thy mood as any in Italy; and a",THE TRAGEDY OF ROMEO AND JULIET,0,train
"ir graces; Though ne'er so black, say they have angels' faces. That man that hath a tongue, I say, is no man, If wit",THE TWO GENTLEMEN OF VERONA,1,train
"world, sir, now? MACDUFF. Why, see you not? ROSS. Is't known who did this more than bloody deed? MACDUFF. Those that Macbe",THE TRAGEDY OF MACBETH,1,train
o' the way? DESDEMONA. Heaven bless us! OTHELLO. Say you? DESDEMONA. It is not lost; but what an if it were? OTHELLO. Ho,THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"view of many, mine, being one, May stand in number, though in reck'ning none. Come, go with me. [To Servant, giving him",THE TRAGEDY OF ROMEO AND JULIET,0,train
eth and Banquo. MACBETH. So foul and fair a day I have not seen. BANQUO. How far is't call'd to Forres? What are these,THE TRAGEDY OF MACBETH,1,train
"nless that husband send it me from heaven By leaving earth? Comfort me, counsel me. Alack, alack, that heaven should pra",THE TRAGEDY OF ROMEO AND JULIET,0,train
"to his foe suppos'd he must complain, And she steal love's sweet bait from fearful hooks. Being held a foe, he may not",THE TRAGEDY OF ROMEO AND JULIET,0,train
"t can torment him much and hold him long, It shall be his. You shall close prisoner rest, Till that the nature of your f",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"erself blind at my parting. Nay, I'll show you the manner of it. This shoe is my father; no, this left shoe is my father",THE TWO GENTLEMEN OF VERONA,0,train
"ow our daughter bleeds! This dagger hath mista'en, for, lo, his house Is empty on the back of Montague, And it missh",THE TRAGEDY OF ROMEO AND JULIET,1,train
", daughter Silvia, you are hard beset. Sir Valentine, your father is in good health. What say you to a letter from your",THE TWO GENTLEMEN OF VERONA,1,train
nnest smoke of hell That my keen knife see not the wound it makes Nor heaven peep through the blanket of the dark To,THE TRAGEDY OF MACBETH,0,train
"Fool. Truth's a dog must to kennel; he must be whipp'd out, when Lady the brach may stand by th' fire and stink. Lear. A",THE TRAGEDY OF KING LEAR,0,train
"e persuaded me. Now I dare not say I have one friend alive: thou wouldst disprove me. Who should be trusted, when one's",THE TWO GENTLEMEN OF VERONA,0,train
"reson, glass-gazing, superserviceable, finical rogue; one-trunk-inheriting slave; one that wouldst be a bawd in way of",THE TRAGEDY OF KING LEAR,1,train
"ratify his amorous works With that recognizance and pledge of love Which I first gave her. I saw it in his hand, It",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"STRATO. Free from the bondage you are in, Messala: The conquerors can but make a fire of him; For Brutus only overcame h",THE TRAGEDY OF JULIUS CAESAR,0,train
"ox. MACDUFF. Was it so late, friend, ere you went to bed, That you do lie so late? PORTER. Faith, sir, we were carousin",THE TRAGEDY OF MACBETH,1,train
"he is, full of regard and honor. BRUTUS. He is not doubted. A word, Lucilius, How he received you. Let me be resolved.",THE TRAGEDY OF JULIUS CAESAR,1,train
"o Brutus', to Cassius'; burn all. Some to Decius' house, and some to Casca's, some to Ligarius'. Away, go! E",THE TRAGEDY OF JULIUS CAESAR,0,train
"bandy her to my sweet love, And his to me, But old folks, many feign as they were dead- Unwieldy, slow, heavy and p",THE TRAGEDY OF ROMEO AND JULIET,0,train
"repent to be just! This is the letter he spoke of, which approves him an intelligent party to the advantages of Franc",THE TRAGEDY OF KING LEAR,0,train
"ay With such prophetic greeting? Speak, I charge you. Witches vanish. BAN",THE TRAGEDY OF MACBETH,1,train
"od! IAGO. Patience, I say; your mind perhaps may change. OTHELLO. Never, Iago. Like to the Pontic Sea, Whose icy current",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
Am pregnant to good pity. Give me your hand; I'll lead you to some biding. Glou. Hearty thanks. The bounty and,THE TRAGEDY OF KING LEAR,0,train
"IZEN. There's not a nobler man in Rome than Antony. FOURTH CITIZEN. Now mark him, he begins again to speak. ANTONY. But yest",THE TRAGEDY OF JULIUS CAESAR,1,train
"That carries anger as the flint bears fire, Who, much enforced, shows a hasty spark And straight is cold again. CA",THE TRAGEDY OF JULIUS CAESAR,0,train
"id love the Moor to live with him, My downright violence and storm of fortunes May trumpet to the world. My heart's subd",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"ersity; My riches are these poor habiliments, Of which if you should here disfurnish me, You take the sum and substa",THE TWO GENTLEMEN OF VERONA,1,train
"hou fall, and here thy hunters stand, Sign'd in thy spoil, and crimson'd in thy Lethe. O world, thou wast the forest to",THE TRAGEDY OF JULIUS CAESAR,0,train
"hen he hears of her, cannot refrain From the excess of laughter. Here he comes. Re-enter Cassio.",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"ce. But he, as loving his own pride and purposes, Evades them, with a bumbast circumstance Horribly stuff'd with epi",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"vert test Than these thin habits and poor likelihoods Of modern seeming do prefer against him. FIRST SENATOR. But, Oth",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"l and a little more wit, return again to Venice. IAGO. How poor are they that have not patience! What wound did ever h",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"r slew him. Friar. Romeo! Alack, alack, what blood is this which stains The stony entrance of this sepulchre? What",THE TRAGEDY OF ROMEO AND JULIET,1,train
"t need you five-and-twenty, ten, or five, To follow in a house where twice so many Have a command to tend you? Reg.",THE TRAGEDY OF KING LEAR,1,train
", thanks; Thou hast harp'd my fear aright. But one word more- FIRST WITCH. He will not be commanded. Here's another, M",THE TRAGEDY OF MACBETH,1,train
"ir; the other squirrel was stol'n from me by the hangman's boys in the market-place; and then I offer'd her mine own, wh",THE TWO GENTLEMEN OF VERONA,1,train
"navigation up, Though bladed corn be lodged and trees blown down, Though castles topple on their warders' heads, Tho",THE TRAGEDY OF MACBETH,0,train
"SERVANT. I do, Mark Antony. ANTONY. Caesar did write for him to come to Rome. SERVANT. He did receive his letters, and is c",THE TRAGEDY OF JULIUS CAESAR,1,train
"! ROSS. Sir, amen. MACDUFF. Stands Scotland where it did? ROSS. Alas, poor country, Almost afraid to know itself! It c",THE TRAGEDY OF MACBETH,1,train
"sign; end motion here, And thou and Romeo press one heavy bier! Nurse. O Tybalt, Tybalt, the best friend I had! O cour",THE TRAGEDY OF ROMEO AND JULIET,0,train
. Kent. Why the King of France is so suddenly gone back know you the reason? Gent. Something he left imperfect in the,THE TRAGEDY OF KING LEAR,0,train
. Thanks to your Majesty. MACBETH. Ourself will mingle with society And play the humble host. Our hostess keeps her st,THE TRAGEDY OF MACBETH,1,train
"d nights has thirty-one Swelter'd venom sleeping got, Boil thou first i' the charmed pot. ALL. Double, double, toil an",THE TRAGEDY OF MACBETH,0,train
"Here do you keep a hundred knights and squires; Men so disorder'd, so debosh'd, and bold That this our court, inf",THE TRAGEDY OF KING LEAR,1,train
"EMILIA. Is he not jealous? DESDEMONA. Who, he? I think the sun where he was born Drew all such humor",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"thy instrument? LUCIUS. Here in the tent. BRUTUS. What, thou speak'st drowsily? Poor knave, I blame thee not, thou art o",THE TRAGEDY OF JULIUS CAESAR,0,train
