text,title,label,type
"s, whether I wake or sleep. PROTEUS. A silly answer, and fitting well a sheep. SPEED. This proves me still a sheep. PROTEU",THE TWO GENTLEMEN OF VERONA,0,train
"perately are dead. Lear. Ay, so I think. Alb. He knows not what he says; and vain is it That we present us to him. Ed",THE TRAGEDY OF KING LEAR,0,train
"was, amongst his dearest friends: None like to that, if all were of his mind. Tell me, oh tell me, you, bright honor's stains, F",Sir John Oldcastle by Shakespeare,1,train
"weep, But they are cruel tears; this sorrow's heavenly, It strikes where it doth love. She wakes. DESDEMONA. Who's th",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"ay to conspiracy. The mighty gods defend thee! Thy lover, Artemidorus."" Here wil",THE TRAGEDY OF JULIUS CAESAR,0,train
"ee thee more. MOUNCHENSEY. How, sweet? I'll be thy votary, we'll often meet: This kiss divides us, and breathes soft adieu,-- T",The Merry Devill of Edmonton by Shakespeare,1,train
"perceivest thy purpose is in vain, With some excuse or other thou wilt come, To clear thy self of this rebellion. COBHAM. Reb",Sir John Oldcastle by Shakespeare,1,train
"drab, Make the gruel thick and slab. Add thereto a tiger's chawdron, For the ingredients of our cawdron. ALL. Dou",THE TRAGEDY OF MACBETH,0,train
"Drink, ho!- are nothing to your English. CASSIO. Is your Englishman so expert in his drinking? IAGO. Why, he drinks you with",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"lf and my men in Ficket field on Friday next: remember my Knighthood, and my place. There's my hand; I'll be there. [Exit.]",Sir John Oldcastle by Shakespeare,1,train
"ves: And would to God he had ten thousand lives, That I might with the arm-strong Hercules Crop off so vile an Hydra's hissing h",Locrine Mucedorus by Shakespeare,1,train
"? LUCETTA. I cannot reach so high. JULIA. Let's see your song. [LUCETTA withholds the letter] How now, minion! LUC",THE TWO GENTLEMEN OF VERONA,0,train
"oters hill; you paid your tithe honestly. Well, I hear there is a company of rebels up against the King, got together in Ficket",Sir John Oldcastle by Shakespeare,1,train
"tal part with angels lives. I saw her laid low in her kindred's vault And presently took post to tell it you. O, par",THE TRAGEDY OF ROMEO AND JULIET,0,train
"ne, look unto thy self, Thrasimachus will venge this injury. [Exit.] LOCRINE. Farewell, proud boy, and learn to use thy tongue",Locrine Mucedorus by Shakespeare,1,train
"aw, and make each of them as drunk as a common fiddler. [Exeunt omnes.] SCENE II. The same. [Enter Sir John Pennydub, and M",The Puritaine Widdow by Shakespeare,1,train
"blessed man, for, lo, My intercession likewise steads my foe. Friar. Be plain, good son, and homely in thy drift Ridd",THE TRAGEDY OF ROMEO AND JULIET,0,train
"e street? Come to the Capitol. Caesar goes up to the Senate House, the rest follow. POPILIUS. I wish your enterpri",THE TRAGEDY OF JULIUS CAESAR,0,train
"air Manchester. Why should not I content me with this state, As good Sir Edmund Trofferd did the flaile? And thou",Fair Em by Shakespeare,1,train
! LODOVICO. Two or three groan; it is a heavy night. These may be counterfeits; let's think't unsafe To come in to the,THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"s see the money. Is the rubbish sold, those wiseakers your lands? why, when? the money! where ist? powr't down, down with it, do",A Yorkshire Tragedy by Shakespeare,1,train
"Which I did beg, and you, my noble Lord, Of gracious favour did vouchsafe to grant. KING. But yet it is not signed with our han",Sir John Oldcastle by Shakespeare,1,train
"the Athenians pay it To'th heart of Ceremony. O Queene Emilia, Fresher then May, sweeter Then hir gold Buttons on the bowes, or",The Two Noble Kinsmen by Shakespeare,1,train
"k, speak! MACDUFF. O gentle lady, 'Tis not for you to hear what I can speak: The repetition in a woman's ear Would",THE TRAGEDY OF MACBETH,0,train
nheads. Take it in what sense thou wilt. Greg. They must take it in sense that feel it. Samp. Me they shall feel while I,THE TRAGEDY OF ROMEO AND JULIET,0,train
"Followers. Lear. Attend the lords of France and Burgundy, Gloucester. Glou. I shall, my liege.",THE TRAGEDY OF KING LEAR,0,train
"If I thinke this our prison. PALAMON. Certeinly, Tis a maine goodnes, Cosen, that our fortunes Were twyn'd together; tis most",The Two Noble Kinsmen by Shakespeare,1,train
pardon you. Exeunt ACT IV. SCENE I. The frontiers of Mantua. A forest Enter certain OUTLAWS FIRST OUTLA,THE TWO GENTLEMEN OF VERONA,0,train
"her Corineius was, Since when we passed the Cicillian gulf, And so transfretting the Illirian sea, Arrived on the coasts of Aqui",Locrine Mucedorus by Shakespeare,1,train
"ns, and revel in our bower; hey, my brave girl. DOLL. O thou art old sir John when all's done, yfaith. [Exeunt.] ACT V. SCENE",Sir John Oldcastle by Shakespeare,1,train
SCENE III. The Forest. [Enter Amadine sola.] AMADINE. God grant my long delay procures no harm Nor this my tarrying frustrate,Locrine Mucedorus by Shakespeare,1,train
"que Ports, whereof you are chief, Be laid forthwith, that he escape us not. Shew him his highness' warrant, Master Shrieve. LOR",Sir John Oldcastle by Shakespeare,1,train
"int him then, Whom you knew not was faulty, yea or no. COBHAM. Let this, my Lord, which I present your grace, Speak for my loya",Sir John Oldcastle by Shakespeare,1,train
"I do beseech ye, if you bear me hard, Now, whilst your purpled hands do reek and smoke, Fulfill your pleasure. Live",THE TRAGEDY OF JULIUS CAESAR,0,train
"ore with love. Why then, O brawling love! O loving hate! O anything, of nothing first create! O heavy lightness! ser",THE TRAGEDY OF ROMEO AND JULIET,0,train
"nd discharge his retinue, and depart the city in the King's peace, he and his followers, on pain of imprisonment. DAVY. Haw? pu",Sir John Oldcastle by Shakespeare,1,train
"ell managed may do good upon her: it stands firm, my first practise shall be there. SKIRMISH. You have my voice, George. PYE.",The Puritaine Widdow by Shakespeare,1,train
"Go to, woman! Throw your vile guesses in the devil's teeth, From whence you have them. You are jealous now",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"hear their shouts? Alas, thou hast misconstrued everything! But, hold thee, take this garland on thy brow; Thy Brut",THE TRAGEDY OF JULIUS CAESAR,0,train
"ch concerns him first, Neglecting an attempt of ease and gain, To wake and wage a danger profitless. DUKE. Nay, in all",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"t be, love, on Thursday next. Jul. What must be shall be. Friar. That's a certain text. Par. Come you to make confession t",THE TRAGEDY OF ROMEO AND JULIET,0,train
"Francke? HILDERSHAM. Yes, that I am. SIR RAPH. And did not this good knight here and my self Confess with you, being his ghos",The Merry Devill of Edmonton by Shakespeare,1,train
"on filthy deeds. EMILIA. My husband? OTHELLO. What needs this iteration, woman? I say thy husband.",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"and pays not what men owe.-- You, husband, since perhaps the world may say That through my means thou comest thus to thy end, He",Sir Thomas More by Shakespeare,1,train
"f a brewer too, and the devil and all for wealth. You bring more money with you, than all the rest. MURLEY. The more's my honor",Sir John Oldcastle by Shakespeare,1,train
"[This file was first posted on March 16, 2002] Edition: 10 Language: English *** START OF THE PROJECT GUTENBERG EBOOK, THE",The Merry Devill of Edmonton by Shakespeare,1,train
"Albion Come to great confusion. Then comes the time, who lives to see't, That going shall be us'd",THE TRAGEDY OF KING LEAR,0,train
", we will not. CLOWN. If you have any music that may not be heard, to't again; but, as they say, to hear music the general",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"will keep still with my philosopher. Kent. Good my lord, soothe him; let him take the fellow. Glou. Take him you on. Kent.",THE TRAGEDY OF KING LEAR,0,train
"otion, patience, courage, fortitude, I have no relish of them, but abound In the division of each several crime, Act",THE TRAGEDY OF MACBETH,0,train
"your lips. OTHELLO. Well, thou dost best. LODOVICO. Sir, you shall understand what hath befall'n, Which, as I think, yo",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"t, he stirreth not, be moveth not; The ape is dead, and I must conjure him. I conjure thee by Rosaline's bright eyes.",THE TRAGEDY OF ROMEO AND JULIET,0,train
"timated at one dollar then we produce $2 million dollars per hour this year as we release thirty-six text files per month, or 43",The Two Noble Kinsmen by Shakespeare,1,train
My daughter! BRIAN. My Deer! SIR RAPH. Where is Mountchensey? BRIAN. Where's my Buck? SIR ARTHUR. I will complain me of the,The Merry Devill of Edmonton by Shakespeare,1,train
"IO. Pleaseth your highness, here is the Marques and Mariana. ZWENO. See here, Duke William, your competitors,",Fair Em by Shakespeare,1,train
"Nero is an angler in the lake of darkness. Pray, innocent, and beware the foul fiend. Fool. Prithee, nuncle, tell me whe",THE TRAGEDY OF KING LEAR,0,train
"will not, for it boots thee not. PROTEUS. What? VALENTINE. To be in love- where scorn is bought with groans, Coy looks",THE TWO GENTLEMEN OF VERONA,0,train
"om his majesty. LORD WARDEN. Good my Lord Bishop, pacify your wrath Against the Lady. BISHOP. Then let her confess Where Old-c",Sir John Oldcastle by Shakespeare,1,train
"cruell fearefull: pray, yet stay a while, And let me looke upon ye: No man smile? Then it goes hard, I see; He that has Lov'd a",The Two Noble Kinsmen by Shakespeare,1,train
"cer, and am come to search for an Irish man, such a villain as thy self, that hast murthered a man this last night by the high w",Sir John Oldcastle by Shakespeare,1,train
"our hands in Caesar's blood Up to the elbows, and besmear our swords; Then walk we forth, even to the marketplace, A",THE TRAGEDY OF JULIUS CAESAR,0,train
"idle brain, Begot of nothing but vain fantasy; Which is as thin of substance as the air, And more inconstant than th",THE TRAGEDY OF ROMEO AND JULIET,0,train
"d, As good Sir Edmund Treford, on the plains: He like a sheepheard, and thou our country Miller. MILLER. An",Fair Em by Shakespeare,1,train
fool hither. [Exit an attendant.] Enter [Oswald the] Steward,THE TRAGEDY OF KING LEAR,0,train
"Life whirls bout fate, then to a grave it slides. [Exeunt severally.] ACT III. SCENE I. Cheapside. [Enter Master Sheriff",Sir Thomas More by Shakespeare,1,train
"now To murther, murther our solemnity? O child! O child! my soul, and not my child! Dead art thou, dead! alack, my c",THE TRAGEDY OF ROMEO AND JULIET,0,train
"fanely term our fortunes Is the provision of the power above, Fitted and shaped just to that strength of nature Which we are bor",Sir Thomas More by Shakespeare,1,train
"ius, here's the book I sought for so; I put it in the pocket of my gown. Varro and Clau",THE TRAGEDY OF JULIUS CAESAR,0,train
"r, yet I pray you give it me. BLAUNCH. Then take it: there, and there, and there! [She tears it. Et exit",Fair Em by Shakespeare,1,train
"de Five hundred Angels vanish from my sight. I'm damnd, I'm damnd: the Angels have forsook me. Nay, tis certainly true: for he t",A Yorkshire Tragedy by Shakespeare,1,train
"k, As sportive as a Kid, as frank and merry As mirth herself. If ought in me may thy content procure, It is thine own, thou mays",The Merry Devill of Edmonton by Shakespeare,1,train
"state some service, and they know't. No more of that. I pray you, in your letters, When you shall these unlucky deeds r",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"ralds to astonish us. CASSIUS. You are dull, Casca, and those sparks of life That should be in a Roman you do want, Or",THE TRAGEDY OF JULIUS CAESAR,0,train
"tness my late faithful service, For safety of his sacred majesty. BISHOP. What thou art the king's hand shall testify: Shewt hi",Sir John Oldcastle by Shakespeare,1,train
"fight, I should have known it Without a prompter. Where will you that I go To answer this your charge? BRABANTIO.",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"no royalty is due. Royalties are payable to ""Project Gutenberg Association/Carnegie-Mellon University"" within the 60",Locrine Mucedorus by Shakespeare,1,train
"st me, Mount thou my horse and hide thy spurs in him, Till he have brought thee up to yonder troops And here again,",THE TRAGEDY OF JULIUS CAESAR,0,train
"peakes, his tongue Sounds like a Trumpet; All his lyneaments Are as a man would wish 'em, strong and cleane, He weares a well-st",The Two Noble Kinsmen by Shakespeare,1,train
"d he a prince: To marry him is hopelesse; To be his whore is witles. Out upon't, What pushes are we wenches driven to, When fif",The Two Noble Kinsmen by Shakespeare,1,train
"ous root Than summer-seeming lust, and it hath been The sword of our slain kings. Yet do not fear; Scotland hath foi",THE TRAGEDY OF MACBETH,0,train
"iches is esteemd above them both, In whose base eyes nought else is bountifull! A Millers daughter, says the multitude",Fair Em by Shakespeare,1,train
"medy all this. [Enter Demarch.] My Lord, watching this night in the camp, We took this man, and know not what h",Fair Em by Shakespeare,1,train
". Re-enter Gratiano. GRATIANO. What is the matter? OTHELLO. Behold, I have",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"rotest, That in thy presence they shall lose their heads, Unless I hear where as my daughter is. WILLIAM. O",Fair Em by Shakespeare,1,train
"hat now do please thine eyes, Shall ere the night be coloured all with blood; The shady groves which now inclose thy camp And yi",Locrine Mucedorus by Shakespeare,1,train
"my uttermost wealth suffice thy worth, Which here I vow; and to aspire the bliss That hangs on quick achievement of m",Fair Em by Shakespeare,1,train
"their hew. Maiden Pinckes, of odour faint, Dazies smel-lesse, yet most quaint And sweet Time true. Prim-rose first borne child",The Two Noble Kinsmen by Shakespeare,1,train
"lousy, To follow still the changes of the moon With fresh suspicions? No! To be once in doubt Is once to be resolved",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"in sadness, who is that you love? Rom. What, shall I groan and tell thee? Ben. Groan? Why, no; But sadly tell me who.",THE TRAGEDY OF ROMEO AND JULIET,0,train
"as since it was a street. SHRIEVE. This fellow was a principal broacher of the broil. FAULKNER. 'Sblood, I broached none; it w",Sir Thomas More by Shakespeare,1,train
"urmur glides, Thou know'st, being stopp'd, impatiently doth rage; But when his fair course is not hindered, He makes",THE TWO GENTLEMEN OF VERONA,0,train
"' most honorable counsel, to know if yet you do recant your errors, conforming you unto the holy church. COBHAM. My lord of Roc",Sir John Oldcastle by Shakespeare,1,train
"more Vpon his oth and life must he set foote Vpon this Kingdome. PALAMON. Hees a blessed man! He shall see Thebs againe, and c",The Two Noble Kinsmen by Shakespeare,1,train
"OTHELLO. Had it pleased heaven To try me with affliction, had they rain'd All kinds of sores and sha",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"chus, and the Lords.] ALBA. Brave cavalries, princes of Albany, Whose trenchant blades with our deceased sire, Passing the fron",Locrine Mucedorus by Shakespeare,1,train
"borious toils, If all my care, if all my grievous wounds, If all my diligence were well employed. CORINEIUS. When first I follo",Locrine Mucedorus by Shakespeare,1,train
"We seeke not Thy breath of mercy, Theseus. Tis to me A thing as soone to dye, as thee to say it, And no more mov'd: where this",The Two Noble Kinsmen by Shakespeare,1,train
"Save him, save him! Gon. This is mere practice, Gloucester. By th' law of arms thou wast not bound to answer An unkn",THE TRAGEDY OF KING LEAR,0,train
"near th' old man. Keep out, che vore ye, or Ise try whether your costard or my ballow be the harder. Chill be plain wi",THE TRAGEDY OF KING LEAR,0,train
"d all that offer to defend him, Stand in assured loss. Take up, take up! And follow me, that will to some provision",THE TRAGEDY OF KING LEAR,0,train
"l Project Gutenberg Etexts is at Midnight, Central Time, of the last day of the stated month. A preliminary version may often b",The Puritaine Widdow by Shakespeare,1,train
"will indemnify and hold Michael Hart, the Foundation, and its trustees and agents, and any volunteers associated with the produ",A Yorkshire Tragedy by Shakespeare,1,train
"DESDEMONA. Ay, sooth; so humbled That he hath left part of his grief with me To suffer with him. Good love, call him bac",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"igh Olympus. CASSIUS. Come, Antony, and young Octavius, come, Revenge yourselves alone on Cassius, For Cassius is awea",THE TRAGEDY OF JULIUS CAESAR,0,train
"d Skirmish: I say as you say, and for my part wish a Turbulency in the world, for I have nothing to lose but my wits, and I thi",The Puritaine Widdow by Shakespeare,1,train
"GLAMOUR, agent for Silvia in her escape SPEED, a clownish servant to Valentine LAUNCE, the like to Proteus PANTHINO, serva",THE TWO GENTLEMEN OF VERONA,0,train
"f, so so. JULIA. What think'st thou of the gentle Proteus? LUCETTA. Lord, Lord! to see what folly reigns in us! JULIA. How",THE TWO GENTLEMEN OF VERONA,0,train
"faith that reason without miracle Should never plant in me. Cor. I yet beseech your Majesty, If for I want that gli",THE TRAGEDY OF KING LEAR,0,train
"power and your command is taken off, And Cassio rules in Cyprus. For this slave, If there be any cunning cruelty Tha",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"MANVILLE. And I say neither: what say you to that? MOUNTNEY. If that be true, then are we both deceived.",Fair Em by Shakespeare,1,train
ave thought the old man to have had so much blood in him? DOCTOR. Do you mark that? LADY MACBETH. The Thane of Fife had,THE TRAGEDY OF MACBETH,0,train
"I long waited on, The satisfaction for thy prisoned brother? HUSBAND. Why, he can have no more on's then our skins, And some of",A Yorkshire Tragedy by Shakespeare,1,train
"For she is with me. No, when light-wing'd toys Of feather'd Cupid seel with wanton dullness My speculative and officed i",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"know your cunning, and I know your cause; He that faints now, shame take him: put thy selfe Vpon thy present guard-- ARCITE.",The Two Noble Kinsmen by Shakespeare,1,train
"is eBook from as a PROJECT GUTENBERG-tm eBook) disclaims all liability to you for damages, costs and expenses, including legal f",The Merry Devill of Edmonton by Shakespeare,1,train
"if thou wert the noblest of thy strain, Young man, thou couldst not die more honorable. CASSIUS. A peevish school boy, wor",THE TRAGEDY OF JULIUS CAESAR,0,train
"r-noster. Crosses of love still thwart this marriage, Whilst that we two, like spirits, walk in night About those stony and hard",The Merry Devill of Edmonton by Shakespeare,1,train
ANSELMO. Than like a Florentine or Mountebank? MUCEDORUS. Tis much too tedious; I dislike thy judgement: My mind is grafted on,Locrine Mucedorus by Shakespeare,1,train
"nius. I prithee, Strato, stay thou by thy lord. Thou art a fellow of a good respect; Thy life hath had some smatch o",THE TRAGEDY OF JULIUS CAESAR,0,train
"hat hereafter: Come, take courage; You shall not dye thus beastly: here, Sir, drinke; I know you are faint: then ile talke furth",The Two Noble Kinsmen by Shakespeare,1,train
"annoy. WILLIAM. Lady, as little tarriance as we may, Lest some misfortune happen by the way. [Exit Blanch",Fair Em by Shakespeare,1,train
"voice who should be prick'd to die In our black sentence and proscription. ANTONY. Octavius, I have seen more days than y",THE TRAGEDY OF JULIUS CAESAR,0,train
"Etexts by author and by title, and includes information about how to get involved with Project Gutenberg. You could also downl",Sir Thomas More by Shakespeare,1,train
"Know That it was he in the times past which held you So under fortune, which you thought had been Our innocent self?",THE TRAGEDY OF MACBETH,0,train
"DESDEMONA. Alas, she has no speech. IAGO. In faith, too much; I find it still when I have list to sleep.",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"e girl is wise, And well would seem to make a vestal Nun. How finely frames she her oration! THRASIMACHUS. Locrine, we came not",Locrine Mucedorus by Shakespeare,1,train
"Master Harpoole; you are a merry old man, yfaith. Yfaith, you will never be old. Now, by the mack, a pretty wench indeed! HAR",Sir John Oldcastle by Shakespeare,1,train
"mighty gods? Yet Caesar shall go forth, for these predictions Are to the world in general as to Caesar. CALPURNIA. Wh",THE TRAGEDY OF JULIUS CAESAR,0,train
", sir. A stonecutter or a painter could not have made him so ill, though he had been but two hours at the trade. Corn. Sp",THE TRAGEDY OF KING LEAR,0,train
"Reg. Ingrateful fox! 'tis he. Corn. Bind fast his corky arms. Glou. What mean, your Graces? Good my friends, consider",THE TRAGEDY OF KING LEAR,0,train
s. Juliet rises. Jul. O comfortable friar! where is my lord? I do remem,THE TRAGEDY OF ROMEO AND JULIET,0,train
"lubs, clubs, clubs! [Simon runs in.] FRAILTY. Aye, I knew by their shuffling, Clubs would be Trump; mass, here's the Knave, an",The Puritaine Widdow by Shakespeare,1,train
"it to the doctor, sir? MORE. No, save thy labour; we'll cossen him of a fee: Thou shalt see me take a dram tomorrow morning, Sh",Sir Thomas More by Shakespeare,1,train
". If it please you to go in, I'll follow you presently. [Exit Elner and her father.] Now shall I be revenged on",Fair Em by Shakespeare,1,train
"we will deliver you the cause Why I, that did love Caesar when I struck him, Have thus proceeded. ANTONY. I doubt not",THE TRAGEDY OF JULIUS CAESAR,0,train
"ou, Or written letters to encourage you, Or kindled but the least or smallest part Of this your late unnatural rebellion? Speak,",Sir John Oldcastle by Shakespeare,1,train
"wing May fly into the bosom of my dear; If not, close them, and stoop into my grave! MARQUES. If this be a",Fair Em by Shakespeare,1,train
"is she deaf? a great impediment. Yet remedies there are for such defects. Sweet Em, it is no little grief to me,",Fair Em by Shakespeare,1,train
"ous moon, Who is already sick and pale with grief That thou her maid art far more fair than she. Be not her maid, si",THE TRAGEDY OF ROMEO AND JULIET,0,train
"Foundation's principal office is located at 4557 Melan Dr. S. Fairbanks, AK, 99712., but its volunteers and employees are scatt",Fair Em by Shakespeare,1,train
"ore faults than hairs'- LAUNCE. That's monstrous. O that that were out! SPEED. 'And more wealth than faults.' LAUNCE. Why,",THE TWO GENTLEMEN OF VERONA,0,train
"The day to cheer and night's dank dew to dry, I must up-fill this osier cage of ours With baleful weeds and precious-jui",THE TRAGEDY OF ROMEO AND JULIET,0,train
"o this father? Jul. To answer that, I should confess to you. Par. Do not deny to him that you love me. Jul. I will confess",THE TRAGEDY OF ROMEO AND JULIET,0,train
"ld make known their grief And pray amendment, not enforce the same, Unless their King were tyrant, which I hope You cannot justl",Sir John Oldcastle by Shakespeare,1,train
"he Capitol, A man no mightier than thyself or me In personal action, yet prodigious grown And fearful, as these stra",THE TRAGEDY OF JULIUS CAESAR,0,train
"Welcome, good friend; what is you will with me? PLAYER. My lord, my fellows and myself Are come to tender ye our willing serv",Sir Thomas More by Shakespeare,1,train
"m and mistress, a thousand good morrows. SPEED. [Aside] O, give ye good ev'n! Here's a million of manners. SILVIA. Sir",THE TWO GENTLEMEN OF VERONA,0,train
"m only thine. EM. Lay off thy hands, disloyal as thou art! Nor shalt thou have possession of my love, That",Fair Em by Shakespeare,1,train
"e servant to defect, Which else should free have wrought. BANQUO. All's well. I dreamt last night of the three weird s",THE TRAGEDY OF MACBETH,0,train
"runagate doth live, Shall give him such an unaccustom'd dram That he shall soon keep Tybalt company; And then I hope",THE TRAGEDY OF ROMEO AND JULIET,0,train
"did I not desire you to put off your suit quite and clean, when you came to me again? how say you? did I not? MUCK. But the si",The Puritaine Widdow by Shakespeare,1,train
"(""the Foundation"" or PGLAF), owns a compilation copyright in the collection of Project Gutenberg-tm electronic works. Nearly a",Fair Em by Shakespeare,1,train
tions to this list will be made and fund raising will begin in the additional states. Please feel free to ask to check the statu,The Puritaine Widdow by Shakespeare,1,train
"idle And see my reputation toucht to death? HUSBAND. Ta's galde you, this, has it? GENTLEMAN. No, monster, I will prove My th",A Yorkshire Tragedy by Shakespeare,1,train
"e first my oath Provokes me to this threefold perjury: Love bade me swear, and Love bids me forswear. O sweet-sugges",THE TWO GENTLEMEN OF VERONA,0,train
"f stood by, I should laugh in his face. PYE. Puh, that's but the babe of a man, and may easily be husht; as to think upon some",The Puritaine Widdow by Shakespeare,1,train
"for blood! HUMBER. So nought will satisfy your wandering ghost But dire revenge, nothing but Humber's fall, Because he conquere",Locrine Mucedorus by Shakespeare,1,train
"y friend. VALENTINE. O, I have fed upon this woe already, And now excess of it will make me surfeit. Doth Silvia know",THE TWO GENTLEMEN OF VERONA,0,train
"keeps a plentyful shrievaltry, and a made my brother Arthur Watchins Seriant Safes yeoman: let's hear Shrieve More. ALL. Shri",Sir Thomas More by Shakespeare,1,train
"gues, That most may claim this argument for ours? DONALBAIN. [Aside to Malcolm.] What should be spoken here, where o",THE TRAGEDY OF MACBETH,0,train
I shall make it serve. ARCITE. Ile buckl't close. PALAMON. By any meanes. ARCITE. You care not for a Grand guard? PALAMON,The Two Noble Kinsmen by Shakespeare,1,train
ho! Lucetta! Re-enter LUCETTA LUCETTA. What would your ladyship? JULIA. Is't near dinner time? LUCE,THE TWO GENTLEMEN OF VERONA,0,train
ct yourself to know the cause; But let his disposition have that scope That dotage gives it.,THE TRAGEDY OF KING LEAR,0,train
to prepare) your annual (or equivalent periodic) tax return. Please contact us beforehand to let us know your plans,The Puritaine Widdow by Shakespeare,1,train
"eave, Gentlemen-- PALAMON. Now, honest keeper? KEEPER. Lord Arcite, you must presently to'th Duke; The cause I know not yet.",The Two Noble Kinsmen by Shakespeare,1,train
What sadness lengthens Romeo's hours? Rom. Not having that which having makes them short. Ben. In love? Rom. Out- Ben.,THE TRAGEDY OF ROMEO AND JULIET,0,train
"gen, Take thou the South for thy dominion. From thee there shall proceed a royal race, That shall maintain the honor of this lan",Locrine Mucedorus by Shakespeare,1,train
"ota severa Tyranni, Non potuit Juno vincere, vicit amor. Stout Hercules, the mirror of the world, Son to Alemena and great Jupi",Locrine Mucedorus by Shakespeare,1,train
"s. Stay not to question, for the watch is coming. Come, go, good Juliet. I dare no longer stay. Jul. Go, get thee henc",THE TRAGEDY OF ROMEO AND JULIET,0,train
"ge, some six and thirtie. In his hand He beares a charging Staffe, embost with silver. THESEUS. Are they all thus? PERITHOUS",The Two Noble Kinsmen by Shakespeare,1,train
"Edg. This is the foul fiend Flibbertigibbet. He begins at curfew, and walks till the first cock. He gives the web and the p",THE TRAGEDY OF KING LEAR,0,train
"hall I not? then here's my hand; I'll dwell with you. And hark you, sir, now you have entertained me, I will tell you what I can",Locrine Mucedorus by Shakespeare,1,train
"RIANA. Thy Mariana cannot chose but remember thee. BLAUNCH. Mariana, well met. You are very forward in your Lov",Fair Em by Shakespeare,1,train
"I pray you, hear her speak. If she confess that she was half the wooer, Destruction on my head, if my bad blame L",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"Good sir, be a man; Think every bearded fellow that's but yoked May draw with you. There's millio",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"country's safeguard, We are disposed in marriage for to give Our daughter to Lord Segasto here, Who shall succeed the diadem af",Locrine Mucedorus by Shakespeare,1,train
"ius, good cheer, There is no harm intended to your person, Nor to no Roman else. So tell them, Publius. CASSIUS. And l",THE TRAGEDY OF JULIUS CAESAR,0,train
"eighbour-stained steel- Will they not hear? What, ho! you men, you beasts, That quench the fire of your pernicious rage",THE TRAGEDY OF ROMEO AND JULIET,0,train
"mark how this becomes the house: 'Dear daughter, I confess that I am old. [Kneels.] Age is unnecessary. On my",THE TRAGEDY OF KING LEAR,0,train
"Gutenberg legal advisor** (Three Pages) ***START**THE SMALL PRINT!**FOR PUBLIC DOMAIN ETEXTS**START*** Why is this ""Small Pr",Locrine Mucedorus by Shakespeare,1,train
"ven keep that monster from Othello's mind! EMILIA. Lady, amen. DESDEMONA. I will go seek him. Cassio, walk hereabout. If",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"eive thee honest. Who by repentance is not satisfied Is nor of heaven nor earth, for these are pleas'd; By penitence",THE TWO GENTLEMEN OF VERONA,0,train
"e of Cawdor. If good, why do I yield to that suggestion Whose horrid image doth unfix my hair And make my seated hea",THE TRAGEDY OF MACBETH,0,train
"es may your deeds approve, That good effects may spring from words of love. Thus Kent, O princes, bids you all",THE TRAGEDY OF KING LEAR,0,train
n the 60 days following each date you prepare (or were legally required to prepare) your annual (or equivalent periodi,Sir Thomas More by Shakespeare,1,train
"ther's pains and benefits To laughter and contempt, that she may feel How sharper than a serpent's tooth it is To",THE TRAGEDY OF KING LEAR,0,train
"y, time, scanning machines, OCR software, public domain etexts, royalty free copyright licenses, and every other sort of contrib",Sir Thomas More by Shakespeare,1,train
"is within. Where should she be? How oddly thou repliest! 'Your love says, like an honest gentleman, ""Where is your m",THE TRAGEDY OF ROMEO AND JULIET,0,train
"LUCETTA. You must needs have them with a codpiece, madam. JULIA. Out, out, Lucetta, that will be ill-favour'd. LUCETTA. A ro",THE TWO GENTLEMEN OF VERONA,0,train
". DESDEMONA. O, my fear interprets! What, is he dead? OTHELLO. Had all his hairs been lives, my great revenge Had stomac",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"took this hard task in hand. AMADINE. Ah how i joy my fortune is so good. SEGASTO. Well now i see, Segasto shall not speed; B",Locrine Mucedorus by Shakespeare,1,train
"s sweet milk, philosophy, To comfort thee, though thou art banished. Rom. Yet 'banished'? Hang up philosophy! Unless p",THE TRAGEDY OF ROMEO AND JULIET,0,train
I never gave it him. Send for him hither; Let him confess a truth. OTHELLO. He hath confess'd. DE,THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
